,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
67284,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67285,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67286,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67287,2025-08-09,AFI,Customer,Not meet expectation,Request for submission of refund without breaking the goods to Blibli,Akulaku Paylater
67288,2025-08-09,ASI,Customer,Not meet expectation,How to process refund,Refund
67289,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67290,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67291,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67292,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67293,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67294,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67295,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67296,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67297,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67298,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67299,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67300,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67301,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67302,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67303,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67304,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67305,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67306,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67307,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67308,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67309,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67310,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67311,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67312,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67313,2025-08-09,ASI,Customer,Not meet expectation,The electric token has not been received by the bill has been paid,Voucher
67314,2025-08-09,ASI,Customer,Not meet expectation,Credit Order status,Voucher
67315,2025-08-09,ASI,Customer,Not meet expectation,The quota has not been received,Voucher
67316,2025-08-09,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67317,2025-08-09,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67318,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67319,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67320,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67321,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67322,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67323,2025-08-09,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67324,2025-08-09,AFI,Customer,Not meet expectation,Check credit points,Submission of Limit/Credit Points
67325,2025-08-09,ASI,Customer,Not meet expectation,Loan application break after being rejected,Loan
67326,2025-08-09,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
67327,2025-08-09,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67328,2025-08-09,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67329,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan again,Loan
67330,2025-08-09,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
67331,2025-08-09,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
67332,2025-08-09,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
67333,2025-08-09,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
67334,2025-08-09,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
67335,2025-08-09,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
67336,2025-08-09,ASI,Customer,Not meet expectation,Can't pay loan bills via OVO,Loan
67337,2025-08-09,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
67338,2025-08-09,AFI,Customer,Not meet expectation,Please approve Paylater,Submission of Limit/Credit Points
67339,2025-08-09,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67340,2025-08-09,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67341,2025-08-09,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67342,2025-08-09,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67343,2025-08-09,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67344,2025-08-09,ASI,Customer,Not meet expectation,Loan application verification status,Loan
67345,2025-08-09,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67346,2025-08-09,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67347,2025-08-09,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67348,2025-08-09,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67349,2025-08-09,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67350,2025-08-09,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67351,2025-08-09,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67352,2025-08-09,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67353,2025-08-09,ASI,Customer,Not meet expectation,Definition of Loan,Loan
67354,2025-08-09,ASI,Customer,Not meet expectation,Definition of Loan,Loan
67355,2025-08-09,ASI,Customer,Not meet expectation,The process of sending loan funds,Loan
67356,2025-08-09,ASI,Customer,Not meet expectation,Change the loan tenor,Loan
67357,2025-08-09,ASI,Customer,Not meet expectation,Change the loan tenor,Loan
67358,2025-08-09,ASI,Customer,Not meet expectation,How to Change Account Number,Loan
67359,2025-08-09,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
67360,2025-08-09,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
67361,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67362,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67363,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67364,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67365,2025-08-10,ASI,Customer,Not meet expectation,Merchant Online - Status will be sent,Merchant Online
67366,2025-08-10,ASI,Customer,Not meet expectation,Global Buy - Transaction Successful But Not Received,Global Buy
67367,2025-08-10,ASI,Customer,Not meet expectation,Merchant Online - Check Successful Transaction Status Orders,Merchant Online
67368,2025-08-10,ASI,Customer,Not meet expectation,How to change the password/forget the password,Data Update
67369,2025-08-10,ASI,Customer,Not meet expectation,Change Phone Number - Cannot Login (Approved Account),Data Update
67370,2025-08-10,ASI,Customer,Not meet expectation,Estimated time for sellers to respond to return & return card applications,Refund
67371,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67372,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67373,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67374,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67375,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67376,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67377,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67378,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67379,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67380,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67381,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67382,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67383,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67384,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67385,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67386,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67387,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67388,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67389,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67390,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67391,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67392,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67393,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67394,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67395,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67396,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67397,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67398,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67399,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67400,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67401,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67402,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67403,2025-08-10,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67404,2025-08-10,ASI,Customer,Not meet expectation,PLN token number has not been received,Voucher
67405,2025-08-10,ASI,Customer,Not meet expectation,PLN token number has not been received,Voucher
67406,2025-08-10,ASI,Customer,Not meet expectation,The electric token has not been received by the bill has been paid,Voucher
67407,2025-08-10,ASI,Customer,Not meet expectation,The electric token has not been received by the bill has been paid,Voucher
67408,2025-08-10,ASI,Customer,Not meet expectation,Constraints of filling the token number,Voucher
67409,2025-08-10,ASI,Customer,Not meet expectation,Constraints of filling the token number,Voucher
67410,2025-08-10,ASI,Customer,Not meet expectation,Estimation of the electricity token purchasing process,Voucher
67411,2025-08-10,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67412,2025-08-10,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67413,2025-08-10,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67414,2025-08-10,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67415,2025-08-10,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67416,2025-08-10,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67417,2025-08-10,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
67418,2025-08-10,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
67419,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a loan again,Loan
67420,2025-08-10,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
67421,2025-08-10,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
67422,2025-08-10,ASI,Customer,Not meet expectation,Can't pay loan bills via OVO,Loan
67423,2025-08-10,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67424,2025-08-10,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67425,2025-08-10,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67426,2025-08-10,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67427,2025-08-10,AFI,Operational,Classification details not match,How to pay with Akulaku Paylater,Akulaku Paylater
67428,2025-08-10,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67429,2025-08-10,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67430,2025-08-10,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67431,2025-08-10,AFI,Customer,Not meet expectation,Lost credit limit constraints,Submission of Limit/Credit Points
67432,2025-08-10,AFI,Customer,Not meet expectation,Akulaku PayLater tenor choice,Akulaku Paylater
67433,2025-08-10,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67434,2025-08-10,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67435,2025-08-10,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67436,2025-08-10,AFI/ASI,Customer,Issue not clear,Akulaku's office location,No Category
67437,2025-08-10,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67438,2025-08-10,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67439,2025-08-10,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67440,2025-08-10,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
67441,2025-08-10,AFI/ASI,Customer,Issue not clear,Job Vacancy Information,No Category
67442,2025-08-10,AFI,Customer,Not meet expectation,Delay of Akulaku Paylater Bill,Akulaku Paylater
67443,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a Dana Cicil,Loan
67444,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a Dana Cicil,Loan
67445,2025-08-10,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
67446,2025-08-10,ASI,Customer,Not meet expectation,Check the remaining loan bill,Loan
67447,2025-08-10,ASI,Operational,Answers are out of sync,Can't make loans,Loan
67448,2025-08-10,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67449,2025-08-10,ASI,Operational,Answers are out of sync,Cannot apply for a loan,Loan
67450,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67451,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67452,2025-08-10,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67453,2025-08-10,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67454,2025-08-10,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67455,2025-08-10,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67456,2025-08-10,ASI,Customer,Not meet expectation,"Can not be a loan, the issue of credit quality",Loan
67457,2025-08-10,ASI,Customer,Not meet expectation,How to increase loan limit,Loan
67458,2025-08-10,ASI,Customer,Not meet expectation,How to increase loan limit,Loan
67459,2025-08-10,ASI,Customer,Not meet expectation,The loan is rejected notif not paying on time,Loan
67460,2025-08-10,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
67461,2025-08-10,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
67462,2025-08-10,ASI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
